Test_ID,Predicted_Reference_Parameter,Validity_Label,Interval_95_Lower,Interval_95_Upper,Interval_Width,Interval_Margin,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Anomaly_Score,Reason,Fault_Detected,Fault_Type,Fault_Sensor,Fault_Severity,Fault_Reason,Fault_Confidence,Mahalanobis_Distance,Cross_Sensor_Inconsistent,Contributing_Sensors,Multivariate_Anomaly_Score,S1_Residual,S2_Residual,S3_Residual,SHAP_Increased_Hotspot,SHAP_Decreased_Hotspot
TST-0208,20.186,Valid,18.7488,21.6232,2.8744,1.4372,24.7456,35.0884,44.2474,11.0521,13.8781,13.0182,18.4598,68.3721,0.2962,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.328,False,None,2.328,-0.296,0.215,-0.13,Ambient_Plus_Terminal; Sensor_S2; Terminal_TempRise_Mean; Ambient_Temperature_C,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0188,21.6186,Valid,20.1814,23.0558,2.8744,1.4372,29.904,52.0431,25.4967,38.7562,17.7343,15.8966,23.1896,47.1751,0.4222,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.036,False,None,2.036,0.15,-0.127,0.422,Sensor_S2; Terminal_TempRise_Mean; Power_Proxy_kVA; Sensor_S1,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1
TST-0145,49.9541,Valid,48.5169,51.3913,2.8744,1.4372,27.748,105.4224,33.1717,37.2873,19.7082,19.9779,24.1663,58.7069,0.2172,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=1.24),1.244,False,None,1.244,0.217,0.156,0.157,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Temperature_C; Applied_Voltage_kV; Temp_Gradient_S3_S1
TST-0039,21.4923,Valid,20.0551,22.9295,2.8744,1.4372,28.8366,45.5531,35.8252,9.948,16.547,15.2398,21.508,46.342,0.2475,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.289,False,None,1.289,-0.167,0.136,-0.247,Sensor_S2; Terminal_TempRise_Mean; Ambient_Plus_Terminal; Sensor_S3,Load_Current_A; Temp_Gradient_S2_S1; Test_Duration_min
TST-0173,18.7247,Valid,17.2875,20.1619,2.8744,1.4372,19.5068,59.0677,24.8748,35.4256,13.073,12.9891,16.6625,37.6838,0.2803,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.281,False,None,1.281,0.092,-0.047,0.28,Sensor_S2; Terminal_TempRise_Mean; Test_Duration_min,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0082,20.2581,Valid,18.8209,21.6953,2.8744,1.4372,23.017,51.9584,32.5362,45.7827,14.6302,13.6698,18.7146,61.1538,0.4108,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.635,False,None,1.635,0.356,0.028,0.411,Sensor_S2; Terminal_TempRise_Mean; Test_Duration_min; Sensor_S4,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0296,36.7291,Valid,35.2919,38.1663,2.8744,1.4372,29.7412,88.1261,35.2366,50.2439,19.4904,18.8016,24.5876,47.8634,0.2359,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=1.58),1.577,False,None,1.577,-0.004,-0.236,0.142,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal,Temp_Gradient_S2_S1; Ambient_Temperature_C; Applied_Voltage_kV
TST-0297,35.4494,Valid,34.0122,36.8866,2.8744,1.4372,8.7693,98.6309,19.4155,13.3733,9.8811,12.3778,11.1197,50.1294,0.321,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.013,False,None,1.013,-0.127,-0.321,-0.265,Load_Current_A; Temp_Gradient_S2_S1; Applied_Voltage_kV,Ambient_Plus_Terminal; Sensor_S2; Ambient_Temperature_C
TST-0125,17.4476,Valid,16.0104,18.8848,2.8744,1.4372,16.8055,33.8729,37.7834,41.9457,10.6377,10.3782,14.1325,68.4621,0.7446,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.079,False,None,2.079,0.341,0.417,0.745,Test_Duration_min; Temp_Gradient_S3_S1,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0199,21.5718,Invalid,20.1346,23.009,2.8744,1.4372,27.3589,60.0954,31.5213,14.3123,16.3744,15.2603,13.0569,54.1732,8.4605,Sensor_S3 physical deviation (8.46 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S3,Critical,Sensor_S3 registered negative drop of 8.46 deg C below expectation (potential loose thermocouple),"100.0% (Z=21.14, residual=8.46 C)",49.987,True,Sensor_S3,49.987,-0.432,-0.571,-8.46,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean; Sensor_S1,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1
TST-0330,21.6054,Valid,20.1682,23.0426,2.8744,1.4372,30.6134,43.9267,32.1821,19.7523,17.2037,15.2548,22.3296,61.3117,0.496,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.264,False,None,1.264,-0.274,-0.323,-0.496,Sensor_S2; Terminal_TempRise_Mean; Sensor_S1; Sensor_S3,Load_Current_A; Temp_Gradient_S2_S1; Ambient_Plus_Terminal
TST-0133,36.125,Valid,34.6878,37.5622,2.8744,1.4372,10.3435,94.0338,40.8492,16.9888,9.8412,12.6917,11.4227,68.9057,0.7542,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.927,False,None,2.927,-0.669,-0.159,-0.754,Load_Current_A; Temp_Gradient_S2_S1; Ambient_Plus_Terminal; Applied_Voltage_kV,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean
TST-0175,31.439,Valid,30.0018,32.8762,2.8744,1.4372,19.3812,85.4756,34.3524,24.4221,14.4051,15.3588,17.6406,36.5486,0.1195,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.449,False,None,0.449,0.029,0.12,0.035,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Temp_Gradient_S2_S1,Ambient_Plus_Terminal; Ambient_Temperature_C; Test_Duration_min
TST-0270,45.1568,Valid,43.7196,46.594,2.8744,1.4372,23.6199,103.9838,30.9081,33.1999,17.2209,18.0284,20.9906,48.1107,0.2748,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.905,False,None,0.905,-0.21,-0.247,-0.275,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Temp_Gradient_S3_S1
TST-0255,17.1264,Valid,15.6892,18.5636,2.8744,1.4372,15.5867,40.6229,38.8442,13.6329,9.78,10.01,12.497,42.6867,0.4353,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.273,False,None,1.273,-0.303,-0.105,-0.435,Ambient_Plus_Terminal; Ambient_Temperature_C; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0025,13.4296,Valid,11.9924,14.8668,2.8744,1.4372,11.4553,17.2843,33.0048,28.8634,6.8286,6.5492,9.1718,42.9803,0.1557,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.846,False,None,0.846,0.014,-0.156,0.068,Applied_Voltage_kV,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0073,13.8653,Valid,12.4281,15.3025,2.8744,1.4372,9.3587,28.1815,29.7948,52.0175,6.7397,7.0497,8.7426,61.1604,0.4579,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.331,False,None,1.331,0.331,0.141,0.458,Test_Duration_min; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0077,20.7374,Valid,19.3002,22.1746,2.8744,1.4372,22.4631,53.5989,36.6661,53.9745,14.1256,13.7597,17.9785,48.9487,0.1694,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.977,False,None,0.977,0.027,0.169,-0.048,Sensor_S2; Test_Duration_min; Terminal_TempRise_Mean; Ambient_Plus_Terminal,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0293,14.6115,Valid,13.1743,16.0487,2.8744,1.4372,12.7692,42.7613,22.7509,24.196,8.6002,8.7241,10.7962,48.2949,0.6013,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.869,False,None,1.869,-0.249,-0.601,-0.417,Applied_Voltage_kV,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0212,34.2241,Invalid,32.7869,35.6613,2.8744,1.4372,26.2137,81.7557,40.9103,33.0369,26.8678,17.5383,22.0792,55.2768,9.4173,Sensor_S1 physical deviation (9.42 deg C > threshold 1.25),True,Sensor Spike,Sensor_S1,Critical,Sensor_S1 registered abrupt positive spike of 9.42 deg C above thermodynamic expectation,"100.0% (Z=35.97, residual=9.42 C)",84.689,True,Sensor_S1,84.689,9.417,0.259,0.233,Ambient_Plus_Terminal; Sensor_S2; Load_Current_A; Power_Proxy_kVA,Temp_Gradient_S2_S1; Sensor_S4; Temp_Gradient_S3_S1
TST-0081,13.9389,Valid,12.5017,15.3761,2.8744,1.4372,10.0298,30.2069,35.2365,8.2074,6.5669,7.0809,8.6565,37.844,0.2754,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.8,False,None,1.8,-0.275,-0.232,-0.163,Applied_Voltage_kV,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0328,19.6316,Valid,18.1944,21.0688,2.8744,1.4372,26.7307,17.5436,40.0392,51.4167,14.3568,12.2623,19.5747,36.3566,0.5671,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.919,False,None,1.919,0.197,0.268,0.567,Ambient_Plus_Terminal; Test_Duration_min; Terminal_TempRise_Mean; Temp_Gradient_S3_S1,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0290,50.985,Invalid,49.5478,52.4222,2.8744,1.4372,26.1734,101.2701,45.6656,54.7046,18.6301,19.2058,15.5017,29.1733,7.283,Sensor_S3 physical deviation (7.28 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S3,Critical,Sensor_S3 registered negative drop of 7.28 deg C below expectation (potential loose thermocouple),"100.0% (Z=18.20, residual=7.28 C)",48.046,True,Sensor_S3,48.046,0.124,0.281,-7.283,Load_Current_A; Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA,Sensor_S3; Temp_Gradient_S3_S1
TST-0337,17.0704,Valid,15.6332,18.5076,2.8744,1.4372,11.9415,51.5186,39.9015,15.5897,8.8002,9.6896,11.0252,53.2647,0.134,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.823,False,None,0.823,-0.134,-0.095,-0.085,Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0171,22.9164,Valid,21.4792,24.3536,2.8744,1.4372,10.0358,82.3185,23.8752,49.7964,9.5046,11.0765,11.1063,50.4016,0.6714,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.28,False,None,2.28,-0.212,-0.671,-0.292,Load_Current_A; Temp_Gradient_S2_S1; Test_Duration_min; Applied_Voltage_kV,Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA
TST-0057,30.6317,Valid,29.1945,32.0689,2.8744,1.4372,12.7639,82.9347,40.0968,44.1266,11.2377,13.0175,13.2985,54.3475,0.2764,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.452,False,None,1.452,0.178,0.276,0.103,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Applied_Voltage_kV,Power_Proxy_kVA; Sensor_S2; Sensor_S1
TST-0284,19.3612,Valid,17.924,20.7984,2.8744,1.4372,21.8755,53.156,29.7641,23.898,14.0951,13.3352,18.0134,56.1625,0.3896,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.476,False,None,1.476,0.303,-0.015,0.39,Sensor_S2; Terminal_TempRise_Mean; Sensor_S3,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0063,22.0771,Invalid,20.6399,23.5143,2.8744,1.4372,25.9357,68.1804,27.7991,32.279,13.4661,11.0461,20.9,57.6919,4.9822,Sensor_S1 physical deviation (3.10 deg C > threshold 1.25); Sensor_S2 physical deviation (4.98 deg C > threshold 1.25),True,Other Sensor Anomaly,"Sensor_S1, Sensor_S2",Critical,"Simultaneous multi-sensor deviation on Sensor_S1, Sensor_S2",100.0% (Max Z=15.25),34.939,True,"Sensor_S1, Sensor_S2",34.939,-3.103,-4.982,-0.095,Power_Proxy_kVA; Test_Duration_min; Temp_Gradient_S3_S1; Sensor_S3,Load_Current_A; Ambient_Plus_Terminal; Sensor_S2
TST-0022,21.215,Valid,19.7778,22.6522,2.8744,1.4372,10.3023,62.2974,37.2519,46.4694,9.0342,10.312,11.0204,55.6008,0.4387,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.161,False,None,1.161,0.293,0.175,0.439,Temp_Gradient_S2_S1; Test_Duration_min; Applied_Voltage_kV; Ambient_Temperature_C,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0044,17.4119,Valid,15.9747,18.8491,2.8744,1.4372,18.4584,30.2291,42.0081,21.0071,10.7508,10.1894,14.041,48.47,0.2371,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.712,False,None,0.712,-0.138,-0.032,-0.237,Ambient_Plus_Terminal; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0035,24.5054,Valid,23.0682,25.9426,2.8744,1.4372,10.9896,80.6186,28.3674,33.9445,9.9445,11.836,11.7472,33.1429,0.1851,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.519,False,None,0.519,-0.136,-0.096,-0.185,Load_Current_A; Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA
TST-0258,44.4297,Invalid,42.9925,45.8669,2.8744,1.4372,27.3576,101.1171,30.0031,41.0031,19.0953,19.0595,1.0,56.9227,22.5439,Sensor_S3 physical deviation (22.54 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S3,Critical,Sensor_S3 registered negative drop of 22.54 deg C below expectation (potential loose thermocouple),"100.0% (Z=56.32, residual=22.54 C)",144.227,True,Sensor_S3,144.227,0.029,-0.261,-22.544,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S3
TST-0334,26.4999,Valid,25.0627,27.9371,2.8744,1.4372,29.8743,68.3123,29.0157,58.4944,18.7796,17.5912,24.1211,62.3234,0.5689,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.512,False,None,1.512,0.313,0.193,0.569,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean; Test_Duration_min,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1
TST-0018,27.6587,Valid,26.2215,29.0959,2.8744,1.4372,21.9708,79.8333,26.5954,54.7186,15.6423,15.9162,19.4837,,0.4797,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.285,False,None,1.285,0.334,0.264,0.48,Sensor_S2; Power_Proxy_kVA; Load_Current_A; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Temp_Gradient_S3_S1
TST-0321,21.6604,Valid,20.2232,23.0976,2.8744,1.4372,31.8348,31.0589,29.7162,53.5234,17.6018,14.9593,23.3575,,0.377,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.135,False,None,1.135,0.247,0.055,0.377,Sensor_S2; Terminal_TempRise_Mean; Test_Duration_min; Sensor_S1,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0282,14.8036,Valid,13.3664,16.2408,2.8744,1.4372,12.6265,28.3503,32.0378,13.5307,8.1213,7.9882,10.6893,35.0643,0.2803,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.159,False,None,1.159,0.135,-0.062,0.28,Applied_Voltage_kV,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0142,45.7553,Invalid,44.3181,47.1925,2.8744,1.4372,24.4029,103.876,32.2259,40.6423,17.9763,18.732,1.0,63.0537,20.767,Sensor_S3 physical deviation (20.77 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S3,Critical,Sensor_S3 registered negative drop of 20.77 deg C below expectation (potential loose thermocouple),"100.0% (Z=51.88, residual=20.77 C)",134.687,True,Sensor_S3,134.687,0.176,0.196,-20.767,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S3
TST-0312,23.5061,Valid,22.0689,24.9433,2.8744,1.4372,13.6986,63.0807,42.6143,12.9984,9.9835,11.2856,12.4626,46.178,0.4312,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.227,False,None,2.227,-0.431,-0.089,-0.357,Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Ambient_Temperature_C; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0101,22.3025,Valid,20.8653,23.7397,2.8744,1.4372,21.4245,47.0835,48.0441,5.5271,12.736,12.7862,16.5078,49.843,0.5239,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.709,False,None,2.709,-0.505,0.108,-0.524,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S2; Terminal_TempRise_Mean,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0134,23.7738,Invalid,22.3366,25.211,2.8744,1.4372,10.7522,61.401,27.9301,57.5273,9.2689,25.0,11.5499,31.7095,14.7845,Sensor_S2 physical deviation (14.78 deg C > threshold 1.25),True,Sensor Spike,Sensor_S2,Critical,Sensor_S2 registered abrupt positive spike of 14.78 deg C above thermodynamic expectation,"100.0% (Z=45.25, residual=14.78 C)",59.703,True,Sensor_S2,59.703,0.361,14.785,0.721,Sensor_S2; Temp_Gradient_S2_S1; Terminal_TempRise_Mean; Test_Duration_min,Load_Current_A; Power_Proxy_kVA; Ambient_Plus_Terminal
TST-0287,33.1647,Valid,31.7275,34.6019,2.8744,1.4372,9.876,90.2362,37.8947,19.0225,10.0901,12.6031,11.8235,48.1931,0.2367,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.98,False,None,0.98,0.014,0.237,0.137,Load_Current_A; Temp_Gradient_S2_S1; Applied_Voltage_kV; Ambient_Temperature_C,Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal
TST-0153,32.8965,Valid,31.4593,34.3337,2.8744,1.4372,22.0117,90.6799,23.2379,41.9199,15.9492,16.3111,19.6566,54.5225,0.2781,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.394,False,None,1.394,0.024,-0.278,0.09,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S4
TST-0299,30.2822,Valid,28.845,31.7194,2.8744,1.4372,29.8383,80.4976,28.726,51.0128,19.3876,18.3795,24.224,54.6427,0.2668,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.967,False,None,1.967,0.267,-0.042,0.093,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean; Load_Current_A,Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Ambient_Temperature_C
TST-0204,22.6862,Invalid,21.249,24.1234,2.8744,1.4372,9.9266,71.9916,35.228,58.1512,9.591,11.1827,11.5297,47.9728,5.0,Identical duplicate operational setpoint with conflicting record,True,Duplicate Setpoint Conflict,Multiple,Critical,Test bench data acquisition logged duplicate operational setpoints with conflicting records,100.0% (Deterministic Rule),1.905,False,None,1.905,0.496,0.351,0.712,Temp_Gradient_S2_S1; Test_Duration_min; Applied_Voltage_kV; Ambient_Temperature_C,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0090,19.6671,Valid,18.2299,21.1043,2.8744,1.4372,28.5598,23.5194,29.2333,43.4217,15.8313,13.2633,21.1838,49.6635,0.6965,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.053,False,None,2.053,0.464,0.129,0.696,Sensor_S2; Terminal_TempRise_Mean; Test_Duration_min; Sensor_S3,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0186,33.364,Valid,31.9268,34.8012,2.8744,1.4372,21.1734,82.0971,44.7944,43.1473,15.2694,15.6734,18.8305,61.4984,0.231,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.948,False,None,0.948,0.219,0.103,0.231,Ambient_Plus_Terminal; Load_Current_A; Sensor_S2; Power_Proxy_kVA,Applied_Voltage_kV; Temp_Gradient_S2_S1; Sensor_S3
TST-0209,50.751,Valid,49.3138,52.1882,2.8744,1.4372,29.0905,103.0428,37.9276,26.3163,19.767,19.9521,24.7294,58.8807,0.2372,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=2.06),2.063,False,None,2.063,-0.237,-0.13,-0.032,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal,Test_Duration_min; Applied_Voltage_kV
TST-0130,21.6323,Valid,20.1951,23.0695,2.8744,1.4372,8.3642,81.6007,20.3386,9.2012,8.2267,10.3095,9.2334,77.7716,1.0474,Normal Operating Condition,True,Calibration Drift,Sensor_S3,Warning,Sensor_S3 shows borderline persistent bias of 1.05 deg C,99.1% (Z=2.62),2.801,False,None,2.801,-0.648,-0.801,-1.047,Load_Current_A; Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA
TST-0224,23.279,Valid,21.8418,24.7162,2.8744,1.4372,29.74,42.5642,45.34,16.7172,16.7172,15.3069,22.0589,,0.2661,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.944,False,None,1.944,-0.266,0.146,-0.134,Ambient_Plus_Terminal; Sensor_S2; Terminal_TempRise_Mean; Ambient_Temperature_C,Load_Current_A; Temp_Gradient_S2_S1; Power_Proxy_kVA
TST-0302,28.7903,Valid,27.3531,30.2275,2.8744,1.4372,31.0175,42.4886,51.247,15.5516,17.4218,15.7522,22.9485,57.7194,0.1705,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.436,False,None,1.436,-0.17,0.157,-0.068,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S2; Terminal_TempRise_Mean,Load_Current_A; Temp_Gradient_S2_S1; Power_Proxy_kVA
TST-0118,15.4142,Valid,13.977,16.8514,2.8744,1.4372,12.3252,43.2701,29.0204,38.9482,8.5913,8.9931,10.7785,58.5363,0.2224,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.722,False,None,0.722,-0.073,-0.222,-0.173,Test_Duration_min; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0292,20.2948,Valid,18.8576,21.732,2.8744,1.4372,25.703,42.723,32.8205,28.6994,15.2019,13.7774,19.8668,47.9171,0.2802,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.964,False,None,0.964,0.147,-0.005,0.28,Sensor_S2; Terminal_TempRise_Mean; Sensor_S1; Test_Duration_min,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0345,22.2975,Invalid,20.8603,23.7347,2.8744,1.4372,17.8784,65.2896,31.6423,15.7488,12.2564,12.5849,15.3558,,5.0,Identical duplicate operational setpoint with conflicting record,True,Duplicate Setpoint Conflict,Multiple,Critical,Test bench data acquisition logged duplicate operational setpoints with conflicting records,100.0% (Deterministic Rule),1.727,False,None,1.727,-0.286,-0.419,-0.279,,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0108,21.8358,Valid,20.3986,23.273,2.8744,1.4372,10.3765,33.4567,55.0,26.4809,7.3981,8.5469,9.8893,53.09,0.8382,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),3.137,False,None,3.137,0.21,0.838,0.685,Ambient_Temperature_C; Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0071,15.491,Valid,14.0538,16.9282,2.8744,1.4372,10.0703,51.4114,28.3965,40.3729,8.1904,8.9815,10.1598,32.8634,0.2663,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.37,False,None,1.37,0.16,-0.149,0.266,Test_Duration_min; Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0053,16.1532,Valid,14.716,17.5904,2.8744,1.4372,17.0118,21.374,32.1689,35.6557,9.9851,9.0219,13.2231,40.1055,0.3194,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.226,False,None,1.226,0.278,0.053,0.319,Test_Duration_min; Sensor_S4; Applied_Voltage_kV; Temp_Gradient_S3_S1,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
